CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL2179242	1440045	CHEMBL2179242	1440045		3	291.69	3.89	84.27	0	[O-][N+](=O)c1cc(Cl)ccc1NC(=O)Nc2ccccc2	12143912	IC50	=	900	nM	6.05	IC50	=	.9	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	875926	CHEMBL2188039	B	Inhibition of aggregation of human DHFR-fused amyloid beta (1 to 42) expressed in yeast harboring erg6delta assessed as increase in yeast viability measured up to 20 hrs in presence of MTX	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			66615	CHEMBL2176928	23009151	J. Med. Chem.	2012	55	22	9521					
CHEMBL3692695	2025921	CHEMBL3692695	2025921		BDBM162703	555.04	6.14	75.27	2	FC(F)(F)c1ccc(cc1)C(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5	15864240	IC50	=	1000	nM	6	IC50	=	1000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528527	CHEMBL3705939	B	In Vitro Inhibition Assay: The assay protocol employed was a modified version of that described in Li et al., 2000, Proc. Nat'l Acad. Sci. USA 97:6183-643, incorporated herein by reference. Briefly, recombinant peptide substrate was incubated with γ-secretase (40 μg/ml) in the presence or absence of test compound. The reaction mixture contained 0.25% CHAPSO, 0.1 μg/μl BSA, protease inhibitor, 50 mM PIPES, pH 7.0, 5 mM MgCl2, 5 mM CaCl2 and 150 mM KCl. The reaction was incubated for 2.5 hr at 37° C. and stopped by adding RIPA buffer (150 mM NaCl, 1.0% NP-40, 0.5% sodium deoxycholate, 0.1% SDS, 50 mM Tris HCl, pH 8.0). The products were detected with various antibody combinations using electrochemiluminescence (ECL) technology as previously described in Li et al., 2000, Proc. Nat'l Acad. Sci. USA 97:6183-643; Lai et al., 2003, J. Biol. Chem. 278: 22475-22481; and Yin et al., 2007, J. Biol. Chem. 282:23639-23644.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94914	CHEMBL3638912			2015								
CHEMBL3814125	2089538	CHEMBL3814125	2089538		4j	329.2	3.59	63.83	0	Nc1nc(NCc2cccc(Br)c2)nc3ccccc13	16609298	IC50	=	1500	nM	5.82	IC50	=	1.5	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1582046	CHEMBL3817084	B	Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL2059388	1355159	CHEMBL2059388	1355159		5a	330.38	5.14	60.69	1	Oc1ccc(\C=C\c2cc(O)cc(\C=C\c3ccc(O)cc3)c2)cc1	10961466	IC50	=	1600	nM	5.8	IC50	=	1.6	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829368	CHEMBL2060159	B	Inhibition of amyloid beta (1 to 42) fibril formation after 1 hr by ThT spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			62661	CHEMBL2057119	22831802	Bioorg. Med. Chem.	2012	20	16	4921					
CHEMBL576840	576038	CHEMBL576840	576038		BSBM7	476.58	1.99	132.8	0	OC(=O)C(CSSCC(NC(=O)Cc1ccccc1)C(=O)O)NC(=O)Cc2ccccc2	15184764	IC50	=	1950	nM	5.71	IC50	=	1.95	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465240	CHEMBL3406303	B	Inhibition of amyloid beta (1 to 40) (unknown origin) aggregation	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			91162	CHEMBL3400095	25769517	Bioorg. Med. Chem.	2015	23	8	1671					
CHEMBL490808	491696	CHEMBL1187112	661062		1s	265.31	4.35	45.4	0	Cl.CNc1ccc(\C=C\c2oc3ccc(O)cc3c2)cc1	2466519	IC50	=	2160	nM	5.67	IC50	=	2.16	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL492216	491434	CHEMBL492216	491434		1a	263.34	4.67	16.38	0	CN(C)c1ccc(\C=C\c2oc3ccccc3c2)cc1	2466501	IC50	=	2300	nM	5.64	IC50	=	2.3	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL3814611	2089535	CHEMBL3814611	2089535		4g	318.3	3.84	63.83	0	Nc1nc(NCc2ccc(cc2)C(F)(F)F)nc3ccccc13	16609301	IC50	=	2300	nM	5.64	IC50	=	2.3	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1582046	CHEMBL3817084	B	Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL3594079	1952680	CHEMBL3594079	1952680		4	328.32	2.88	107.83	0	COc1cc(cc(OC)c1O)c2cc([nH]n2)c3c(O)cccc3O	15651306	IC50	=	2900	nM	5.54	IC50	=	2.9	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1505748	CHEMBL3594908	B	Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			92818	CHEMBL3593231	26099993	J. Nat. Prod.	2015	78	7	1593					
CHEMBL3297746	1762400	CHEMBL3297746	1762400		22	316.26	2.29	120.36	0	COC1=C(Oc2c(O)c(O)ccc2C1=O)c3ccc(O)c(O)c3	15023362	IC50	=	5400	nM	5.27	IC50	=	5.4	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1452656	CHEMBL3364064	B	Inhibition of amyloid beta1-42 (unknown origin) aggregation assessed as amyloid fibril formation tested after 17 hrs by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			84089	CHEMBL3297694	24878198	Bioorg. Med. Chem. Lett.	2014	24	14	3108					
CHEMBL2436703	1585855	CHEMBL2436703	1585855		13k	618.78	6.48	91.07	2	Oc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC(=CC(=O)c16)c7ccccc7	13487365	IC50	=	6500	nM	5.19	IC50	=	6.5	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	986881	CHEMBL2438745	B	Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			75216	CHEMBL2434826	24095756	Eur. J. Med. Chem.	2013	69		632					
CHEMBL2436704	1585856	CHEMBL2436704	1585856		13l	632.8	6.78	80.07	2	COc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC(=CC(=O)c16)c7ccccc7	13487364	IC50	=	9600	nM	5.02	IC50	=	9.6	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	986881	CHEMBL2438745	B	Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			75216	CHEMBL2434826	24095756	Eur. J. Med. Chem.	2013	69		632					
CHEMBL3330745	1789744	CHEMBL3330745	1789744		E8	555.69	7.95	95.9	2	NC(=O)\C(=C\c1ccc(s1)c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26)\C#N	14999899	IC50	>	10000	nM		IC50	>	10	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1459447	CHEMBL3368553	B	Inhibition of amyloid beta (1-42) aggregation (unknown origin) after 24 hrs by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			90659	CHEMBL3352213	25086914	Eur. J. Med. Chem.	2014	85		228					
CHEMBL3330749	1789748	CHEMBL3330749	1789748		E12	300.4	4.96	26.3	0	COc1ccc(cc1)c2ccc(s2)c3ccc(C=O)s3	14999903	IC50	>	10000	nM		IC50	>	10	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1459447	CHEMBL3368553	B	Inhibition of amyloid beta (1-42) aggregation (unknown origin) after 24 hrs by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			90659	CHEMBL3352213	25086914	Eur. J. Med. Chem.	2014	85		228					
CHEMBL2408092	1572502	CHEMBL2408092	1572502		5c	342.39	3.71	64.99	0	CCOCCOc1cccc(\C=C\C(=O)c2ccc(OC)cc2O)c1	13394754	IC50	=	10500	nM	4.98	IC50	=	10.5	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	974299	CHEMBL2411729	B	Inhibition of amyloid beta (1-42) self-mediated aggregation (unknown origin) after 5 days by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			74341	CHEMBL2406947	23786711	Eur. J. Med. Chem.	2013	66		22					
CHEMBL193900	328254	CHEMBL193900	328254		26	312.17	4.39	43.09	0	CC(C(=O)N)c1ccc(c(F)c1)c2cc(Cl)cc(Cl)c2	1606277	IC50	=	12000	nM	4.92	IC50	=	12	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	321306	CHEMBL881402	B	Concentration required to inhibit A beta 40 peptide 100 uM	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL3740157	2053008	CHEMBL3740157	2053008		4	188.23	2.11	32.67	0	CC1=NN(C(=O)C1)c2ccc(C)cc2	16407804	IC50	>	50000	nM		IC50	>	50	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1540612	CHEMBL3744473	B	Inhibition of N-alpha-biotinyl-amyloid beta (1 to 42 residues) (unknown origin) oligomerization incubated for 1 hr by sandwich biotin-avidin assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			97526	CHEMBL3739287	26598460	Bioorg. Med. Chem. Lett.	2016	26	1	100					
CHEMBL196321	328275	CHEMBL196321	328275		5m	274.29	3.69	46.53	0	COc1ccc(cc1)c2ccc(cc2F)C(C)C(=O)O	1606037	IC50	=	67000	nM	4.17	IC50	=	67	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	322428	CHEMBL873550	F	Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL2386881	1563652	CHEMBL2386881	1563652	CAPROSPINOL	14, SP-233	512.78	7.85	44.76	2	CCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@H]45)[C@H]3CC=C2C1	13328419	IC50	=	100000	nM	4	IC50	=	100	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	961352	CHEMBL2390679	B	Inhibition of amyloid beta (1 to 42) aggregation (unknown origin) at 4:1 compound to protein concentration after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			73707	CHEMBL2385058	23484434	J. Med. Chem.	2013	56	11	4135					
CHEMBL297453	67987	CHEMBL297453	67987	EPIGALOCATECHIN GALLATE	12, EGCG, Sunphenon	458.38	2.23	197.37	2	Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4	13328421	IC50	=	100000	nM	4	IC50	=	100	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	961352	CHEMBL2390679	B	Inhibition of amyloid beta (1 to 42) aggregation (unknown origin) at 4:1 compound to protein concentration after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			73707	CHEMBL2385058	23484434	J. Med. Chem.	2013	56	11	4135					
CHEMBL3741300	2053798	CHEMBL3741300	2053798		6	461.61	3.8	61.88	0	C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c7C=CC(C)(C)Oc7ccc56)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C	16396351	IC50	=	203700	nM		IC50	=	203.7	uM		Outside typical range	0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1543309	CHEMBL3742730	B	Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			97465	CHEMBL3739334	26517152	J. Nat. Prod.	2015	78	11	2572					
CHEMBL382746	328243	CHEMBL382746	328243		23	352.29	4.75	59.15	0	CC(c1ccc(c(F)c1)c2ccc(cc2)C(F)(F)F)c3noc(O)n3	1606266	IC50					IC50			uM	Not Determined		0	BAO_0000190			321401	CHEMBL880636	B	Concentration required to inhibit amyloid beta 42 peptide; nd is not determined	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL2436705	1585857	CHEMBL2436705	1585857		13m	616.81	7.08	70.84	2	Cc1ccc(cc1)C2=CC(=O)c3ccc(OCCCN4CCN(CCCNc5c6CCCCc6nc7ccccc57)CC4)cc3O2	13487363	IC50					IC50				Not Determined		0	BAO_0000190			986881	CHEMBL2438745	B	Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			75216	CHEMBL2434826	24095756	Eur. J. Med. Chem.	2013	69		632					
CHEMBL196321	328275	CHEMBL196321	328275		5m	274.29	3.69	46.53	0	COc1ccc(cc1)c2ccc(cc2F)C(C)C(=O)O	1606038	IC50					IC50			uM	Not Determined		0	BAO_0000190			321378	CHEMBL881756	B	Concentration required to inhibit A beta 40 peptide; nd is not determined	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL197202	328293	CHEMBL197202	328293		16d	336.36	5.05	57.53	1	CC(C(=O)O)c1ccc(c(F)c1)c2ccc(cc2)c3ccc(O)cc3	1606060	IC50					IC50			uM	Not Determined		0	BAO_0000190			321378	CHEMBL881756	B	Concentration required to inhibit A beta 40 peptide; nd is not determined	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL197456	328241	CHEMBL197456	328241		5c	278.71	4.33	37.3	0	CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2Cl	1605993	IC50					IC50			uM	Not Determined		0	BAO_0000190			321401	CHEMBL880636	B	Concentration required to inhibit amyloid beta 42 peptide; nd is not determined	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL3672723	2005747	CHEMBL3672723	2005747		BDBM155133	442.56	4.74	92.99	0	CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(OC)cc(c5)C#N	17678299	IC50	=	1	nM	9	IC50	=	1	nM	297469		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528822	CHEMBL3705766	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94821	CHEMBL3638386			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL1086286	633042	CHEMBL1086286	633042		BDBM103948	520.02	4.04	89.54	1	CCS(=O)(=O)NC[C@@H]1CCC[C@@]2([C@H]1COc3c(F)ccc(F)c23)S(=O)(=O)c4ccc(Cl)cc4	15811110	IC50	=	1	nM	9	IC50	=	1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1527867	CHEMBL3705103	B	Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94170	CHEMBL3638857			2013								
CHEMBL3672698	2005722	CHEMBL3672698	2005722		BDBM155107	418.93	4.34	94.76	0	CC1=N[C@]2(N=C1N)c3cc(ccc3C[C@@]24CC[C@H](O)CC4)c5cc(Cl)cc(c5)C#N	17678245	IC50	=	1.6	nM	8.8	IC50	=	1.6	nM	297415		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528817	CHEMBL3705693	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94819	CHEMBL3638804			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3947671	2157042	CHEMBL3947671	2157042		BDBM155119	450.95	5.13	83.76	1	CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N	17678270	IC50	=	1.7	nM	8.77	IC50	=	1.7	nM	297440		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528818	CHEMBL3705694	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94820	CHEMBL3638627			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3915935	2125306	CHEMBL3915935	2125306		BDBM155144	381.52	3.98	69.2	0	CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4(C)CC4)cc3C25N=C(C)C(=N5)N	15872144	IC50	=	2.8	nM	8.55	IC50	=	2.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528825	CHEMBL3705769	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 1004, cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94822	CHEMBL3638992			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL392144	402139	CHEMBL392144	402139		rac-23	499.07	4.57	87.15	0	CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCC(O)(CC)CC4	1983192	IC50	=	4.3	nM	8.37	IC50	=	4.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	449195	CHEMBL899460	B	Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			36979	CHEMBL1137438	17761417	Bioorg. Med. Chem. Lett.	2007	17	19	5330					
